"Record ID","Item type","Content type","ISSN","Languages","Library of Congress classifications","Dewey classifications","Title","Other titles","Creators/Contributors","Publisher","Country of publication","Journal","Publication frequency","Year","Volume","Part/Number","Issue","Supplement","Season/Month","Start page","End page","Citation","British Library shelfmark"
"(Uk)EN002230884","article","text","0031-0182","","QE500","560.45","Reduced geothermal gradients in the shallow West-Siberian Platform","Climatic Change Inferred From Underground Temperatures","Devyatkin, V. N. ; Duchkov, A. D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","98","2/4","","","","245","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 98(2/4), 245. (1992)","6343.450000"
"(Uk)EN002230896","article","text","0031-0182","","QE500","560.45","Geothermal conditions for gas hydrate stability in the Beaufort-Mackenzie area: the global change aspect","Climatic Change Inferred From Underground Temperatures","Judge, A. S. ; Majorowicz, J. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","98","2/4","","","","251","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 98(2/4), 251. (1992)","6343.450000"
"(Uk)EN002230902","article","text","0031-0182","","QE500","560.45","Toward using borehole temperatures to calibrate an isotopic paleothermometer in central Greenland","Climatic Change Inferred From Underground Temperatures","Alley, R. B. ; Anandakrishnan, S. ; Cuffey, K. M. ; Grootes, P. M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","98","2/4","","","","265","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 98(2/4), 265. (1992)","6343.450000"
"(Uk)EN002230914","article","text","0031-0182","","QE500","560.45","Combining borehole temperature and meteorologic data to constrain past climate change","Climatic Change Inferred From Underground Temperatures","Chapman, D. S. ; Chisholm, T. J. ; Harris, R. N.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","98","2/4","","","","269","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 98(2/4), 269. (1992)","6343.450000"
"(Uk)EN002433308","article","text","0377-8398","","QE719","560","High resolution late Pliocene sea-surface temperature record from the Northeast Atlantic Ocean","","Dowsett, H. J. ; Loubere, P.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1992","20","2","","","","91","","MARINE MICROPALAEONTOLOGY 20(2), 91. (1992)","5376.400000"
"(Uk)EN002433310","article","text","0377-8398","","QE719","560","Upper Cretaceous planktic foraminiferal biozonation for the Austral Realm","","Huber, B. T.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1992","20","2","","","","107","","MARINE MICROPALAEONTOLOGY 20(2), 107. (1992)","5376.400000"
"(Uk)EN002433321","article","text","0377-8398","","QE719","560","Variations in surface water mass conditions in the Norwegian Sea: Evidence from Holocene coccolith and dinoflagellate cyst assemblages","","Baumann, K.-H. ; Matthiessen, J.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1992","20","2","","","","129","","MARINE MICROPALAEONTOLOGY 20(2), 129. (1992)","5376.400000"
"(Uk)EN002433333","article","text","0377-8398","","QE719","560","Burial of living dinoflagellate cysts in estuarine and nearshore sediments","","Anderson, D. M. ; Buesseler, K. O. ; Keafer, B. A.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1992","20","2","","","","147","","MARINE MICROPALAEONTOLOGY 20(2), 147. (1992)","5376.400000"
"(Uk)EN002461912","article","text","0251-1223","","QH301","560","Efficacy of some Roadside plants as Dust filters","","Ambalanathan, B. ; Lebel, L. A. ; Ramanujam, M. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","143","","GEOBIOS -JODHPUR 19(4), 143. (1992)","4116.901500"
"(Uk)EN002461924","article","text","0251-1223","","QH301","560","Microbial ecology of Rhizosphere of Oryza sativa L. grown in semiarid Tropical soils of Anantapur district (A.P.), India","","Narasimham, A. V. L. ; Vijayakumar, B. S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","147","","GEOBIOS -JODHPUR 19(4), 147. (1992)","4116.901500"
"(Uk)EN002461936","article","text","0251-1223","","QH301","560","Investigations into the Daily life schedule of Indian Blackbuck Antilope cervicapra Linnaeus","","Chander Shekher Bhardwaj ; Rohtash Chand Gupta","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","150","","GEOBIOS -JODHPUR 19(4), 150. (1992)","4116.901500"
"(Uk)EN002461948","article","text","0251-1223","","QH301","560","Studies on different Sources and Methods of Zinc application on Wheat and Triticale","","Abbas, Z. ; Kumar, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","156","","GEOBIOS -JODHPUR 19(4), 156. (1992)","4116.901500"
"(Uk)EN002461950","article","text","0251-1223","","QH301","560","Effects of Drought Cycles on the growth and Dry Matter Distribution of Jute in Relation to three soil types","","Nazrul-Islam, A. K. M. ; Noor Newaz, K. M.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","159","","GEOBIOS -JODHPUR 19(4), 159. (1992)","4116.901500"
"(Uk)EN002461961","article","text","0251-1223","","QH301","560","Rate of larval Mobility and Orientation of greater wax moth, Galleria mellonella L","","Jyothi, J. V. A. ; Reddy, C. C.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","168","","GEOBIOS -JODHPUR 19(4), 168. (1992)","4116.901500"
"(Uk)EN002461973","article","text","0251-1223","","QH301","560","Mid-day Carbon uptake in semi-grassland Communities","","Bawa, R.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","170","","GEOBIOS -JODHPUR 19(4), 170. (1992)","4116.901500"
"(Uk)EN002461985","article","text","0251-1223","","QH301","560","Efficacy of different BHC formulations in Alcohols applied to different Loci in Poecilocerus pictus","","Chahande, R. D.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","173","","GEOBIOS -JODHPUR 19(4), 173. (1992)","4116.901500"
"(Uk)EN002461997","article","text","0251-1223","","QH301","560","Effect of pretreating the seeds of Linseed with growth Hormones on Nitrogen and Oil content","","Sahay, G. ; Varma, B. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","176","","GEOBIOS -JODHPUR 19(4), 176. (1992)","4116.901500"
"(Uk)EN002462000","article","text","0251-1223","","QH301","560","Toxicity of Tannic acid on the Nymph of Dragonfly, Brachythemis contaminata Fab","","Kuppusamy, A. ; Manoharan, T. ; Punithavathy, G.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1992","19","4","","","","178","","GEOBIOS -JODHPUR 19(4), 178. (1992)","4116.901500"
"(Uk)EN002990234","article","text","0031-0182","","QE500","560.45","The preservation of glacial-interglacial climatic signatures in the oxygen isotopes of elephant skeletal phosphate","","Ayliffe, L. K. ; Chivas, A. R. ; Lister, A. M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","179","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 179. (1992)","6343.450000"
"(Uk)EN002990246","article","text","0031-0182","","QE500","560.45","Oligocene through Palaeogene/Neogene boundary foraminifera of the northern Mesohellenic Basin (Macedonia, Greece) biostratigraphy and palaeoecologic implications","","Barbieri, R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","193","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 193. (1992)","6343.450000"
"(Uk)EN002990258","article","text","0031-0182","","QE500","560.45","Diagenese differentielle chez les rongeurs fossiles-validite des parametres geochimiques pour les reconstitutions des regimes alimentaires","","Dauphin, Y. ; Denys, C.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","213","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 213. (1992)","6343.450000"
"(Uk)EN002990260","article","text","0031-0182","","QE500","560.45","Radiocarbon chronology of Lake Bonneville, Eastern Great Basin, USA","","Currey, D. R. ; Oviatt, C. G. ; Sack, D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","225","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 225. (1992)","6343.450000"
"(Uk)EN002990271","article","text","0031-0182","","QE500","560.45","Assessment of sampling bias in biogeography by means of a probabilistic estimate of taxonomic diversity: application to modern Indo-Pacific reef corals","","Belasky, P.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","243","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 243. (1992)","6343.450000"
"(Uk)EN002990283","article","text","0031-0182","","QE500","560.45","Responses of some Southern Hemisphere tree species to a prolonged dark period and their implications for high-latitude Cretaceous and Tertiary floras","","Francis, J. ; Read, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","271","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 271. (1992)","6343.450000"
"(Uk)EN002990295","article","text","0031-0182","","QE500","560.45","Associations d'ostracodes et paleoecologie du Cretace (Barremien a Turonien) le long d'une transversale Agadir-Nador (Maroc)","","Andreu, B.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","291","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 291. (1992)","6343.450000"
"(Uk)EN002990301","article","text","0031-0182","","QE500","560.45","Ooidal ironstones from Ordovician Gondwana: a review","","Young, T. P.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","321","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 321. (1992)","6343.450000"
"(Uk)EN002990313","article","text","0031-0182","","QE500","560.45","Shell construction, life habits and evolution in the gastropod Velates","","Savazzi, E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","349","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 349. (1992)","6343.450000"
"(Uk)EN002990325","article","text","0031-0182","","QE500","560.45","Periglacial slope deposits and their pedogenic implications in Germany","","Kleber, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","361","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 361. (1992)","6343.450000"
"(Uk)EN002990337","article","text","0031-0182","","QE500","560.45","Ostracoda and dysaerobia in the Lower Jurassic of Wales: the reconstruction of past oxygen levels","","Boomer, I. ; Whatley, R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1992","99","3/4","","","","373","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 99(3/4), 373. (1992)","6343.450000"
"(Uk)EN003889105","article","text","0031-0182","","QE500","560.45","La repartition geographique des mollusques bivalves du Paleozoique (Cambrien a Devonien): une revue","","Babin, C.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","7","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 7. (1993)","6343.450000"
"(Uk)EN003889117","article","text","0031-0182","","QE500","560.45","Geochemistry and mineralogy of Welsh early Llandovery (Silurian) sediments in relation to brachiopod assemblages (preliminary report)","","Temple, J. T.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","21","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 21. (1993)","6343.450000"
"(Uk)EN003889129","article","text","0031-0182","","QE500","560.45","Paleozoic brachiopod autecology based on taphonomy: example from the Devonian Ross Formation of Tennessee (USA)","","Alexander, R. R. ; Gibson, M. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","25","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 25. (1993)","6343.450000"
"(Uk)EN003889130","article","text","0031-0182","","QE500","560.45","The Famennian brachiopod Zilimia polonica (Guerich) and its palaeoenvironmental significance","","Biernat, G. ; Szulczewski, M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","37","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 37. (1993)","6343.450000"
"(Uk)EN003889142","article","text","0031-0182","","QE500","560.45","Allometrie de croissance de la coquille de Rugosochonetes cf. chesterensis (Chonetacea, Brachiopoda) du Carbonifere du Tchad","","Racheboeuf, P. R. ; Schaaf, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","47","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 47. (1993)","6343.450000"
"(Uk)EN003889154","article","text","0031-0182","","QE500","560.45","On the Permian biogeographic boundary between Gondwana and Eurasia in Tibet, China as the eastern section of the Tethys","","Dong-Li, S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","59","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 59. (1993)","6343.450000"
"(Uk)EN003889166","article","text","0031-0182","","QE500","560.45","Geographic differentiation of Triassic brachiopods","","Dagys, A. S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","79","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 79. (1993)","6343.450000"
"(Uk)EN003889178","article","text","0031-0182","","QE500","560.45","Climate of the Late Devonian to Triassic","","Dickins, J. M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","89","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 89. (1993)","6343.450000"
"(Uk)EN003889180","article","text","0031-0182","","QE500","560.45","Palaeogeography, physiography, palaeoenvironments and brachiopod communities. Example of the Liassic brachiopods in the Western Tethys","","Almeras, Y. ; Elmi, S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","95","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 95. (1993)","6343.450000"
"(Uk)EN003889191","article","text","0031-0182","","QE500","560.45","Early Jurassic South American pectinaceans and circum-Pacific palaeobiogeography","","Damborenea, S. E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","109","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 109. (1993)","6343.450000"
"(Uk)EN003889208","article","text","0031-0182","","QE500","560.45","Jurassic microplate movements and brachiopod migrations in the western part of the Tethys","","Voeroes, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","125","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 125. (1993)","6343.450000"
"(Uk)EN003889210","article","text","0031-0182","","QE500","560.45","Aalenian and Bajocian (Middle Jurassic) rhynchonellid biogeography in southern England","","Prosser, C. D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","147","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 147. (1993)","6343.450000"
"(Uk)EN003889221","article","text","0031-0182","","QE500","560.45","Brachiopod thanatocoenoses in the Aalenian, Bajocian and Bathonian of western Bulgaria and their distribution","","Tchoumatchenco, P. V.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","159","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 159. (1993)","6343.450000"
"(Uk)EN003889233","article","text","0031-0182","","QE500","560.45","Succession et remplacements de communautes a brachiopodes en regime de sedimentation discontinue (Jurassique Moyen, Bourgogne, France)","","Delance, J. H. ; Garcia, J.-P. ; Laurin, B.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","169","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 169. (1993)","6343.450000"
"(Uk)EN003889245","article","text","0031-0182","","QE500","560.45","Brachiopod subdivisions in the Jurassic of the southern ex-USSR","","Prosorovskaya, E. L.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","183","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 183. (1993)","6343.450000"
"(Uk)EN003889257","article","text","0031-0182","","QE500","560.45","First record of Jurassic nucleatid brachiopods from the southwest Pacific with comments on the global distribution of the group","","Manceñido, M. O.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","189","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 189. (1993)","6343.450000"
"(Uk)EN003889269","article","text","0031-0182","","QE500","560.45","Miocene palaeogeography of the Mizunami Group of the Tono region, central Japan","","Itoigawa, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","209","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 209. (1993)","6343.450000"
"(Uk)EN003889270","article","text","0031-0182","","QE500","560.45","Argyrotheca ageriana sp. nov. (Brachiopoda): paleoecology and shell ultrastructure","","Taddei Ruggiero, E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","217","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 217. (1993)","6343.450000"
"(Uk)EN003889282","article","text","0031-0182","","QE500","560.45","The notions of composite taxon and of non-taxon","","Pajaud, D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1993","100","1/2","","","","229","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 100(1/2), 229. (1993)","6343.450000"
"(Uk)EN003909116","article","text","0377-8398","","QE719","560","Generation of the benthic foraminiferal assemblage: Theory and preliminary data","","Gary, A. ; Lagoe, M. ; Loubere, P.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1993","20","3/4","","","","165","","MARINE MICROPALAEONTOLOGY 20(3/4), 165. (1993)","5376.400000"
